Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,FRE Buy,FRE Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
52013.2,6230.3,2219.9,5300.8,6404.2,3433.2,3014,2407,3789,2417,5017,1511.6,2436.2,2286.4,4317.8,12121,11161.9,3375.7,1305.9,8660.2,6903.7,0,0,1729.8,3854.4,2173.5,1367,981.2,881.2,975.5,1189,1338.5,1080.5
49497.7,6025.8,2207.5,5161.9,6329.9,3375.5,2813.2,2377.6,3728.5,2365.7,4340.2,1477.7,1854.2,2198.2,3567.2,11585.9,11063.1,2913.8,1393.5,8670.3,6623.3,0,0,1622.1,3963.1,1512.3,1425.3,898.6,884.1,887,853.8,1193.8,1219.3
47770.4,5745.7,2094.2,5064,6224.8,3269.9,2606.2,2361.5,3688.9,2306.2,3695.2,1438.2,1639,2117.6,3081.5,11046.3,11013.1,2743.8,1510.4,8484.8,6502.5,0,0,1515.1,3738.9,1534.6,1372.8,817.7,890.8,770.3,771.9,1053.7,1439.2
45666,5443.9,2086.1,4882.9,5471.6,3210.9,2517.1,2342.8,3589.5,2218.1,3210.6,1404.8,1613,2036.5,2909.4,10448.4,10978.6,2592.7,1487.9,7978.3,6401.5,0,0,1410.1,3655.1,1559.1,1252.1,762.3,906.7,732.9,624.9,1197.3,1516.9
43197.6,5125.7,1955.9,4445.9,4921.7,3074.1,2250.2,2280.4,2427.4,2119.8,2797.8,1398.3,1523.1,1838.5,2937.1,9767,11200.6,2464.5,1456.9,7720.4,6607.1,0,0,1365.6,3543.4,1745.6,1319.8,765.2,869.4,689.3,649.4,1157.9,1498.4
42194.6,4999.8,1941.4,4549.9,4922.5,3048.8,2228.2,2252.7,2175.7,2076.3,2788.1,1389.4,1512.9,1797.8,2877.1,9526.1,11192.3,2422.2,1400,7561.5,6445.1,0,0,1332.2,3076.9,1356.2,1314.5,759.5,909.3,677.5,643.6,1140.1,1462.4
41465,4943.8,1905.2,4426.7,4846.4,3031.1,2218.5,2239.8,2154,2061.5,2667.4,1376.8,1509.8,1775.3,2849.8,9412.4,11196.5,2425.1,1388.1,7516.1,6453.1,0,0,1422,2977.7,1042.6,1235.9,758.7,961.4,675.7,646.7,1356.3,1453.4
41610.2,4966.4,1900.5,4478.2,4842.3,3021.8,2227.9,2230.9,2194.2,2043.1,2668.9,1375.4,1504.4,1768,2838,9408,11211.4,2434.1,1389.1,7616,6461.3,0,0,1418.8,3029.1,1052.9,1264.6,768.6,1013.6,683.7,637.1,1366.9,1450.4
42407,5069,1897.4,4389.5,4775.6,3037.7,2261.9,2249.6,2452,2053.6,2580.1,1404.7,1511.1,1791.3,2953.3,9547.3,11254.5,2477.6,1414.8,8041,6516.5,0,0,1362.2,3161.8,1086,1321.4,801.5,1050.1,721.9,640.1,1207.1,1449.4
44798.8,5258.7,1891.3,4606,4932.7,3134.8,2536.4,2281,3621.2,2101.5,2756.8,1441.7,1533.6,1865.7,3229.6,10033.9,11292.7,2618,1498.7,8936.2,6295.9,0,0,1447,3593.3,1115.3,1484,901.5,1156.6,834.9,670.6,1397.4,1480.2
49402.4,5872.3,1926.4,5213,6081,3312.6,2652.4,2334.7,3643.3,2303.4,3683.4,1490.3,1704.1,2000.1,3783,11034,11282.9,2914,1360.3,9437.7,6738.1,0,0,1685.6,4286.6,1481.1,1992.1,1024.7,1360,954.7,773.2,1390.7,1182.1
53332.7,6480.4,2212.5,5616.7,7084.7,3472.1,2961.1,2475.8,3821.6,2464.6,5133,1544.7,2368.8,2179.1,4541.5,12128.9,11289.4,3225.1,1159,9810.3,6987.6,0,0,1961.8,3784.9,1753.5,1438.8,1128.4,1670.3,1064.6,1210.2,1539.6,1182.2
55471.6,6711.1,2236.9,5754.1,7795.4,3511.9,3178.9,2547.5,3907.1,2528.6,5472.8,1578,2035.8,2279.9,5200.7,12585.3,11403.7,3370.1,1282.4,9782.2,7154.1,0,0,2149,3837.7,2435.9,1457.3,1157.9,1672.8,1115.9,1302.8,1608.2,1177.2
56605.8,6690.1,2242,5765.7,7752.2,3579.9,3245.8,2572.8,3908.8,2546.4,5464.5,1595.3,2603.6,2310.9,5714.8,12695.1,11453,3892.2,1211.3,9705.3,7360.4,0,0,2151.6,3751.1,2403.8,1432.7,1174.6,1705.5,1114.1,1398.9,2114,1067.2
56753.9,6637.7,2244.2,5749.1,7896.8,3586.7,3245,2573.7,3908.4,2553.4,5416.9,1624.3,2718.8,2371.8,5757.6,12894.2,11456.5,4067.5,1199.3,9687.4,7404.3,0,0,2187.6,3723.9,2250.3,1436.7,1181,1708.4,1116.5,1406.8,2102.7,1060.3
56885.6,6637.4,2300.5,5734.4,7950.3,3591.3,3282,2575.7,3907.1,2549.8,5349.8,1632.2,2911.7,2375.4,5821.6,12980.5,11464.1,4068.9,1191.7,9724.1,7277.8,0,0,2159.9,3666,2469.3,1422.2,1160.9,1711.8,1082.9,1498.9,2071.9,1059.1
