Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
916245.7,95041.8,45590.8,106492.6,115716.3,61231.3,21048.2,45354.6,38967.1,52504.7,63601.2,28744.5,43933.5,47674.4,99365.7,205028.7,275467.5,63683.2,31388.7,143232.4,93424.9,22093.7,58504.5,32858.7,32069,17593.2,17709.8,7602.7,0,24583.1,16932.4
934755.1,97068.7,43801.5,103607.7,121119.3,61616.7,20849.7,46081.4,40354,51954.7,68892.4,28981.6,46835.7,41812.8,100089,230181.3,269603.9,66384.6,22486.4,141135.9,98973,21166.6,66277.7,29431.6,36798.8,17526.2,16480.4,6664.3,101.1,23434.3,14385.5
1056884.7,104557.7,44416.5,110939.2,146855.4,64975.5,24431.2,49904.1,47520.1,54609.4,89223.4,31257.9,68839.2,44655.7,124785.7,247127.1,276548.1,81304.6,28871.5,171468.3,117068.1,32782,54650.6,44952.6,24812.6,22453.4,27339.5,6195.3,1082.9,24182.3,14920.3
1080916.2,105352.7,44887,114644.3,162213.3,66084.3,25486.7,51142,51786.9,55307.2,102123.2,31152.8,76487.2,43805.6,126646.8,250838.7,271971.8,87985.1,21317.9,170364.7,117780.4,39442.6,47920.7,45973.1,23640.5,22657,28536.1,4923.9,2204.9,30396.8,17067.4
1047212.5,106460.5,42666.9,95739.3,138341.8,66467.4,21082.1,51480.7,52049.7,55376.4,87031.2,30931.6,69236.8,48673.5,122146.7,258993.9,273062.9,80664.7,24692.7,167362.7,116248.9,30232.8,64263.6,38644.2,31017.7,22461.2,26880.8,4842.4,1662,30298.3,18245.8
1053566.6,107019,41818.1,110251,154221.4,64699.5,27870.1,51091,53246.6,54740,82165.2,31961.8,64810.8,51956.7,123846.2,241474.3,275205,79828.2,24860.6,168679.1,115900.5,33871.8,57287.1,43583.3,27247.9,22013.4,25271.7,4768.8,2784.6,28887.6,18289.7
1001493.5,100246.1,41834.7,109636.6,154569,63385,22272.8,49997.1,44409.4,54386.2,82351.7,31362.3,64965.3,42895.7,115786.5,217490.6,277994,78385.9,23661.4,156625.2,101929.6,41517.2,41948.7,42511.5,24905.1,19825.1,27821.2,6136.2,199.3,29868.6,19620.6
960344.9,95718.2,42856.9,110023.6,146875.1,62291.8,19804.7,46089.2,42976.3,52235,72294.9,27490.4,58665.5,43985.9,110723.4,209744.4,270245.3,74029.7,17805.4,140397.7,106050.6,38144.4,46880,42224.5,18379.6,18798.6,21354.6,5040.5,813.1,22051.8,12540.3
932195.4,94432.9,41494.5,105885.3,148596.6,62784.3,18299.6,44562.1,43875.6,51675.6,80915.7,26844.3,59393,40075.2,109697.5,211046.8,251006.9,67093.9,17501.9,137176.9,95418.4,37735.8,42798.8,35498.5,21843.8,18154.2,17735.5,4960.4,954.3,28098.5,16492.6
1074034.1,104426.6,41647,118297.5,185809.4,64544.2,33089.8,47553.4,57302,54820.8,121019,28444.8,86059.4,39609.1,133135.2,245292.8,248520,94849,13111.8,156338.5,109514.9,53205.5,24629.4,49014.5,14775.9,21792.8,26116.7,6014.6,2484.5,26142.3,13131.4
1051787.5,105057.8,40396.4,117158.8,174631.6,64221.1,30716.2,47731.8,54720.7,54808,109554.9,28336.8,82741.2,40614.5,119682,240467,251505.8,94780.6,21262.3,154839.7,111542.8,38639.9,34753.4,49304.2,17372.9,20802.2,24339.2,5637.7,2568.1,28582.1,15194.7
1048496.9,106323.9,38399.8,117036.5,179826,62119.5,28306,46971.4,54081.4,53710.1,104861.6,28878.3,82561.4,43294.8,122077,246586.8,252211,97185.6,18519.4,157310.1,105540.3,30852.4,44835.5,47759.1,16067.5,20019.9,25367.3,5830.2,4105,27004.4,14123.8
1047948.2,103139.9,40072.8,117191.3,180983,62863.8,33179.5,46336.1,55137.7,53226.3,107334.3,28337.1,84301.3,42114,111345.2,247119.7,246846.7,89807.8,15643.1,155429.3,108134.7,43819.7,37031.4,41340.8,23130.1,21607.1,27519.8,4677.4,403.3,26450.6,12398
